"STATISTIC","Statistic","TLIST(A1)","Year","C02039V02469","Type of Crop","UNIT","VALUE"
"AQA03C1","Area under Crops","1985","1985","01","Total wheat, oats and barley","000 Hectares","386.2"
"AQA03C1","Area under Crops","1985","1985","011","Total wheat","000 Hectares","77.7"
"AQA03C1","Area under Crops","1985","1985","0111","Winter wheat","000 Hectares","60.3"
"AQA03C1","Area under Crops","1985","1985","0112","Spring wheat","000 Hectares","17.4"
"AQA03C1","Area under Crops","1985","1985","012","Total oats","000 Hectares","24.9"
"AQA03C1","Area under Crops","1985","1985","0121","Winter oats","000 Hectares","9.1"
"AQA03C1","Area under Crops","1985","1985","0122","Spring oats","000 Hectares","15.8"
"AQA03C1","Area under Crops","1985","1985","013","Total barley","000 Hectares","283.6"
"AQA03C1","Area under Crops","1985","1985","0131","Winter barley","000 Hectares","35.5"
"AQA03C1","Area under Crops","1985","1985","0132","Spring barley","000 Hectares","248.1"
"AQA03C1","Area under Crops","1985","1985","02","Beans and peas","000 Hectares","2.3"
"AQA03C1","Area under Crops","1985","1985","03","Oilseed rape","000 Hectares","0"
"AQA03C1","Area under Crops","1985","1985","04","Potatoes","000 Hectares","32.1"
"AQA03C1","Area under Crops","1985","1985","05","Turnips","000 Hectares","8.7"
"AQA03C1","Area under Crops","1985","1985","061","Sugar beet","000 Hectares","33.9"
"AQA03C1","Area under Crops","1985","1985","062","Fodder beet","000 Hectares","5.7"
"AQA03C1","Area under Crops","1985","1985","07","Kale and field cabbage","000 Hectares","3.7"
"AQA03C1","Area under Crops","1986","1986","01","Total wheat, oats and barley","000 Hectares","362.6"
"AQA03C1","Area under Crops","1986","1986","011","Total wheat","000 Hectares","74.6"
"AQA03C1","Area under Crops","1986","1986","0111","Winter wheat","000 Hectares","57"
"AQA03C1","Area under Crops","1986","1986","0112","Spring wheat","000 Hectares","17.6"
"AQA03C1","Area under Crops","1986","1986","012","Total oats","000 Hectares","23"
"AQA03C1","Area under Crops","1986","1986","0121","Winter oats","000 Hectares","8.8"
"AQA03C1","Area under Crops","1986","1986","0122","Spring oats","000 Hectares","14.2"
"AQA03C1","Area under Crops","1986","1986","013","Total barley","000 Hectares","265"
"AQA03C1","Area under Crops","1986","1986","0131","Winter barley","000 Hectares","33.9"
"AQA03C1","Area under Crops","1986","1986","0132","Spring barley","000 Hectares","231.1"
"AQA03C1","Area under Crops","1986","1986","02","Beans and peas","000 Hectares","2.4"
"AQA03C1","Area under Crops","1986","1986","03","Oilseed rape","000 Hectares","0"
"AQA03C1","Area under Crops","1986","1986","04","Potatoes","000 Hectares","29.5"
"AQA03C1","Area under Crops","1986","1986","05","Turnips","000 Hectares","8.9"
"AQA03C1","Area under Crops","1986","1986","061","Sugar beet","000 Hectares","37"
"AQA03C1","Area under Crops","1986","1986","062","Fodder beet","000 Hectares","6.4"
"AQA03C1","Area under Crops","1986","1986","07","Kale and field cabbage","000 Hectares","3.5"
"AQA03C1","Area under Crops","1987","1987","01","Total wheat, oats and barley","000 Hectares","334.3"
"AQA03C1","Area under Crops","1987","1987","011","Total wheat","000 Hectares","56.1"
"AQA03C1","Area under Crops","1987","1987","0111","Winter wheat","000 Hectares","38.3"
"AQA03C1","Area under Crops","1987","1987","0112","Spring wheat","000 Hectares","17.8"
"AQA03C1","Area under Crops","1987","1987","012","Total oats","000 Hectares","22.9"
"AQA03C1","Area under Crops","1987","1987","0121","Winter oats","000 Hectares","9"
"AQA03C1","Area under Crops","1987","1987","0122","Spring oats","000 Hectares","13.9"
"AQA03C1","Area under Crops","1987","1987","013","Total barley","000 Hectares","255.3"
"AQA03C1","Area under Crops","1987","1987","0131","Winter barley","000 Hectares","33.6"
"AQA03C1","Area under Crops","1987","1987","0132","Spring barley","000 Hectares","221.7"
"AQA03C1","Area under Crops","1987","1987","02","Beans and peas","000 Hectares","2.3"
"AQA03C1","Area under Crops","1987","1987","03","Oilseed rape","000 Hectares","0"
"AQA03C1","Area under Crops","1987","1987","04","Potatoes","000 Hectares","29.2"
"AQA03C1","Area under Crops","1987","1987","05","Turnips","000 Hectares","8.9"
"AQA03C1","Area under Crops","1987","1987","061","Sugar beet","000 Hectares","37.1"
"AQA03C1","Area under Crops","1987","1987","062","Fodder beet","000 Hectares","6.4"
"AQA03C1","Area under Crops","1987","1987","07","Kale and field cabbage","000 Hectares","2.9"
"AQA03C1","Area under Crops","1988","1988","01","Total wheat, oats and barley","000 Hectares","323.6"
"AQA03C1","Area under Crops","1988","1988","011","Total wheat","000 Hectares","58.6"
"AQA03C1","Area under Crops","1988","1988","0111","Winter wheat","000 Hectares","37.2"
"AQA03C1","Area under Crops","1988","1988","0112","Spring wheat","000 Hectares","21.4"
"AQA03C1","Area under Crops","1988","1988","012","Total oats","000 Hectares","22.6"
"AQA03C1","Area under Crops","1988","1988","0121","Winter oats","000 Hectares","9.6"
"AQA03C1","Area under Crops","1988","1988","0122","Spring oats","000 Hectares","13"
"AQA03C1","Area under Crops","1988","1988","013","Total barley","000 Hectares","242.5"
"AQA03C1","Area under Crops","1988","1988","0131","Winter barley","000 Hectares","28"
"AQA03C1","Area under Crops","1988","1988","0132","Spring barley","000 Hectares","214.5"
"AQA03C1","Area under Crops","1988","1988","02","Beans and peas","000 Hectares","2.6"
"AQA03C1","Area under Crops","1988","1988","03","Oilseed rape","000 Hectares","4.7"
"AQA03C1","Area under Crops","1988","1988","04","Potatoes","000 Hectares","27.1"
"AQA03C1","Area under Crops","1988","1988","05","Turnips","000 Hectares","8.1"
"AQA03C1","Area under Crops","1988","1988","061","Sugar beet","000 Hectares","33.3"
"AQA03C1","Area under Crops","1988","1988","062","Fodder beet","000 Hectares","6.9"
"AQA03C1","Area under Crops","1988","1988","07","Kale and field cabbage","000 Hectares","2.5"
"AQA03C1","Area under Crops","1989","1989","01","Total wheat, oats and barley","000 Hectares","319.6"
"AQA03C1","Area under Crops","1989","1989","011","Total wheat","000 Hectares","60.7"
"AQA03C1","Area under Crops","1989","1989","0111","Winter wheat","000 Hectares","43"
"AQA03C1","Area under Crops","1989","1989","0112","Spring wheat","000 Hectares","17.7"
"AQA03C1","Area under Crops","1989","1989","012","Total oats","000 Hectares","22.4"
"AQA03C1","Area under Crops","1989","1989","0121","Winter oats","000 Hectares","10.1"
"AQA03C1","Area under Crops","1989","1989","0122","Spring oats","000 Hectares","12.3"
"AQA03C1","Area under Crops","1989","1989","013","Total barley","000 Hectares","236.5"
"AQA03C1","Area under Crops","1989","1989","0131","Winter barley","000 Hectares","24.9"
"AQA03C1","Area under Crops","1989","1989","0132","Spring barley","000 Hectares","211.6"
"AQA03C1","Area under Crops","1989","1989","02","Beans and peas","000 Hectares","2.7"
"AQA03C1","Area under Crops","1989","1989","03","Oilseed rape","000 Hectares","4.5"
"AQA03C1","Area under Crops","1989","1989","04","Potatoes","000 Hectares","24.7"
"AQA03C1","Area under Crops","1989","1989","05","Turnips","000 Hectares","8.1"
"AQA03C1","Area under Crops","1989","1989","061","Sugar beet","000 Hectares","32.1"
"AQA03C1","Area under Crops","1989","1989","062","Fodder beet","000 Hectares","7.1"
"AQA03C1","Area under Crops","1989","1989","07","Kale and field cabbage","000 Hectares","2.4"
"AQA03C1","Area under Crops","1990","1990","01","Total wheat, oats and barley","000 Hectares","298.5"
"AQA03C1","Area under Crops","1990","1990","011","Total wheat","000 Hectares","70.1"
"AQA03C1","Area under Crops","1990","1990","0111","Winter wheat","000 Hectares","56.5"
"AQA03C1","Area under Crops","1990","1990","0112","Spring wheat","000 Hectares","13.6"
"AQA03C1","Area under Crops","1990","1990","012","Total oats","000 Hectares","21.8"
"AQA03C1","Area under Crops","1990","1990","0121","Winter oats","000 Hectares","10.6"
"AQA03C1","Area under Crops","1990","1990","0122","Spring oats","000 Hectares","11.2"
"AQA03C1","Area under Crops","1990","1990","013","Total barley","000 Hectares","206.6"
"AQA03C1","Area under Crops","1990","1990","0131","Winter barley","000 Hectares","28.7"
"AQA03C1","Area under Crops","1990","1990","0132","Spring barley","000 Hectares","178"
"AQA03C1","Area under Crops","1990","1990","02","Beans and peas","000 Hectares","3"
"AQA03C1","Area under Crops","1990","1990","03","Oilseed rape","000 Hectares","5.4"
"AQA03C1","Area under Crops","1990","1990","04","Potatoes","000 Hectares","24.3"
"AQA03C1","Area under Crops","1990","1990","05","Turnips","000 Hectares","7.1"
"AQA03C1","Area under Crops","1990","1990","061","Sugar beet","000 Hectares","32.3"
"AQA03C1","Area under Crops","1990","1990","062","Fodder beet","000 Hectares","8.5"
"AQA03C1","Area under Crops","1990","1990","07","Kale and field cabbage","000 Hectares","2"
"AQA03C1","Area under Crops","1991","1991","01","Total wheat, oats and barley","000 Hectares","299.6"
"AQA03C1","Area under Crops","1991","1991","011","Total wheat","000 Hectares","85.7"
"AQA03C1","Area under Crops","1991","1991","0111","Winter wheat","000 Hectares","66.9"
"AQA03C1","Area under Crops","1991","1991","0112","Spring wheat","000 Hectares","18.8"
"AQA03C1","Area under Crops","1991","1991","012","Total oats","000 Hectares","20.6"
"AQA03C1","Area under Crops","1991","1991","0121","Winter oats","000 Hectares","11.4"
"AQA03C1","Area under Crops","1991","1991","0122","Spring oats","000 Hectares","9.2"
"AQA03C1","Area under Crops","1991","1991","013","Total barley","000 Hectares","193.4"
"AQA03C1","Area under Crops","1991","1991","0131","Winter barley","000 Hectares","33.3"
"AQA03C1","Area under Crops","1991","1991","0132","Spring barley","000 Hectares","160.1"
"AQA03C1","Area under Crops","1991","1991","02","Beans and peas","000 Hectares","2.8"
"AQA03C1","Area under Crops","1991","1991","03","Oilseed rape","000 Hectares","6.2"
"AQA03C1","Area under Crops","1991","1991","04","Potatoes","000 Hectares","20.5"
"AQA03C1","Area under Crops","1991","1991","05","Turnips","000 Hectares","6"
"AQA03C1","Area under Crops","1991","1991","061","Sugar beet","000 Hectares","33.3"
"AQA03C1","Area under Crops","1991","1991","062","Fodder beet","000 Hectares","10.1"
"AQA03C1","Area under Crops","1991","1991","07","Kale and field cabbage","000 Hectares","1.4"
"AQA03C1","Area under Crops","1992","1992","01","Total wheat, oats and barley","000 Hectares","295.1"
"AQA03C1","Area under Crops","1992","1992","011","Total wheat","000 Hectares","90.6"
"AQA03C1","Area under Crops","1992","1992","0111","Winter wheat","000 Hectares","73.3"
"AQA03C1","Area under Crops","1992","1992","0112","Spring wheat","000 Hectares","17.3"
"AQA03C1","Area under Crops","1992","1992","012","Total oats","000 Hectares","20.1"
"AQA03C1","Area under Crops","1992","1992","0121","Winter oats","000 Hectares","11.6"
"AQA03C1","Area under Crops","1992","1992","0122","Spring oats","000 Hectares","8.4"
"AQA03C1","Area under Crops","1992","1992","013","Total barley","000 Hectares","184.4"
"AQA03C1","Area under Crops","1992","1992","0131","Winter barley","000 Hectares","40.3"
"AQA03C1","Area under Crops","1992","1992","0132","Spring barley","000 Hectares","144"
"AQA03C1","Area under Crops","1992","1992","02","Beans and peas","000 Hectares","2.7"
"AQA03C1","Area under Crops","1992","1992","03","Oilseed rape","000 Hectares","5.9"
"AQA03C1","Area under Crops","1992","1992","04","Potatoes","000 Hectares","22.1"
"AQA03C1","Area under Crops","1992","1992","05","Turnips","000 Hectares","5.5"
"AQA03C1","Area under Crops","1992","1992","061","Sugar beet","000 Hectares","31.3"
"AQA03C1","Area under Crops","1992","1992","062","Fodder beet","000 Hectares","11"
"AQA03C1","Area under Crops","1992","1992","07","Kale and field cabbage","000 Hectares","1.9"
"AQA03C1","Area under Crops","1993","1993","01","Total wheat, oats and barley","000 Hectares","280.3"
"AQA03C1","Area under Crops","1993","1993","011","Total wheat","000 Hectares","79.2"
"AQA03C1","Area under Crops","1993","1993","0111","Winter wheat","000 Hectares","57.2"
"AQA03C1","Area under Crops","1993","1993","0112","Spring wheat","000 Hectares","22"
"AQA03C1","Area under Crops","1993","1993","012","Total oats","000 Hectares","20.2"
"AQA03C1","Area under Crops","1993","1993","0121","Winter oats","000 Hectares","11.4"
"AQA03C1","Area under Crops","1993","1993","0122","Spring oats","000 Hectares","8.8"
"AQA03C1","Area under Crops","1993","1993","013","Total barley","000 Hectares","180.8"
"AQA03C1","Area under Crops","1993","1993","0131","Winter barley","000 Hectares","39.4"
"AQA03C1","Area under Crops","1993","1993","0132","Spring barley","000 Hectares","141.4"
"AQA03C1","Area under Crops","1993","1993","02","Beans and peas","000 Hectares","6.1"
"AQA03C1","Area under Crops","1993","1993","03","Oilseed rape","000 Hectares","3.4"
"AQA03C1","Area under Crops","1993","1993","04","Potatoes","000 Hectares","21.6"
"AQA03C1","Area under Crops","1993","1993","05","Turnips","000 Hectares","5.2"
"AQA03C1","Area under Crops","1993","1993","061","Sugar beet","000 Hectares","32.2"
"AQA03C1","Area under Crops","1993","1993","062","Fodder beet","000 Hectares","10.9"
"AQA03C1","Area under Crops","1993","1993","07","Kale and field cabbage","000 Hectares","1.8"
"AQA03C1","Area under Crops","1994","1994","01","Total wheat, oats and barley","000 Hectares","264.7"
"AQA03C1","Area under Crops","1994","1994","011","Total wheat","000 Hectares","74.1"
"AQA03C1","Area under Crops","1994","1994","0111","Winter wheat","000 Hectares","56.2"
"AQA03C1","Area under Crops","1994","1994","0112","Spring wheat","000 Hectares","17.9"
"AQA03C1","Area under Crops","1994","1994","012","Total oats","000 Hectares","20.9"
"AQA03C1","Area under Crops","1994","1994","0121","Winter oats","000 Hectares","13.3"
"AQA03C1","Area under Crops","1994","1994","0122","Spring oats","000 Hectares","7.6"
"AQA03C1","Area under Crops","1994","1994","013","Total barley","000 Hectares","169.7"
"AQA03C1","Area under Crops","1994","1994","0131","Winter barley","000 Hectares","31.7"
"AQA03C1","Area under Crops","1994","1994","0132","Spring barley","000 Hectares","138"
"AQA03C1","Area under Crops","1994","1994","02","Beans and peas","000 Hectares","5.6"
"AQA03C1","Area under Crops","1994","1994","03","Oilseed rape","000 Hectares","6.4"
"AQA03C1","Area under Crops","1994","1994","04","Potatoes","000 Hectares","21.4"
"AQA03C1","Area under Crops","1994","1994","05","Turnips","000 Hectares","5.6"
"AQA03C1","Area under Crops","1994","1994","061","Sugar beet","000 Hectares","35.4"
"AQA03C1","Area under Crops","1994","1994","062","Fodder beet","000 Hectares","9.8"
"AQA03C1","Area under Crops","1994","1994","07","Kale and field cabbage","000 Hectares","1.8"
"AQA03C1","Area under Crops","1995","1995","01","Total wheat, oats and barley","000 Hectares","269.2"
"AQA03C1","Area under Crops","1995","1995","011","Total wheat","000 Hectares","70.7"
"AQA03C1","Area under Crops","1995","1995","0111","Winter wheat","000 Hectares","51.8"
"AQA03C1","Area under Crops","1995","1995","0112","Spring wheat","000 Hectares","18.9"
"AQA03C1","Area under Crops","1995","1995","012","Total oats","000 Hectares","19.9"
"AQA03C1","Area under Crops","1995","1995","0121","Winter oats","000 Hectares","10.5"
"AQA03C1","Area under Crops","1995","1995","0122","Spring oats","000 Hectares","9.4"
"AQA03C1","Area under Crops","1995","1995","013","Total barley","000 Hectares","178.6"
"AQA03C1","Area under Crops","1995","1995","0131","Winter barley","000 Hectares","37.1"
"AQA03C1","Area under Crops","1995","1995","0132","Spring barley","000 Hectares","141.4"
"AQA03C1","Area under Crops","1995","1995","02","Beans and peas","000 Hectares","4.8"
"AQA03C1","Area under Crops","1995","1995","03","Oilseed rape","000 Hectares","4.1"
"AQA03C1","Area under Crops","1995","1995","04","Potatoes","000 Hectares","22.4"
"AQA03C1","Area under Crops","1995","1995","05","Turnips","000 Hectares","5.3"
"AQA03C1","Area under Crops","1995","1995","061","Sugar beet","000 Hectares","35.1"
"AQA03C1","Area under Crops","1995","1995","062","Fodder beet","000 Hectares","8.9"
"AQA03C1","Area under Crops","1995","1995","07","Kale and field cabbage","000 Hectares","1.5"
"AQA03C1","Area under Crops","1996","1996","01","Total wheat, oats and barley","000 Hectares","288"
"AQA03C1","Area under Crops","1996","1996","011","Total wheat","000 Hectares","85.7"
"AQA03C1","Area under Crops","1996","1996","0111","Winter wheat","000 Hectares","67.2"
"AQA03C1","Area under Crops","1996","1996","0112","Spring wheat","000 Hectares","18.5"
"AQA03C1","Area under Crops","1996","1996","012","Total oats","000 Hectares","20.9"
"AQA03C1","Area under Crops","1996","1996","0121","Winter oats","000 Hectares","12.5"
"AQA03C1","Area under Crops","1996","1996","0122","Spring oats","000 Hectares","8.4"
"AQA03C1","Area under Crops","1996","1996","013","Total barley","000 Hectares","181.4"
"AQA03C1","Area under Crops","1996","1996","0131","Winter barley","000 Hectares","40.9"
"AQA03C1","Area under Crops","1996","1996","0132","Spring barley","000 Hectares","140.5"
"AQA03C1","Area under Crops","1996","1996","02","Beans and peas","000 Hectares","4.8"
"AQA03C1","Area under Crops","1996","1996","03","Oilseed rape","000 Hectares","3.5"
"AQA03C1","Area under Crops","1996","1996","04","Potatoes","000 Hectares","24.3"
"AQA03C1","Area under Crops","1996","1996","05","Turnips","000 Hectares","5.4"
"AQA03C1","Area under Crops","1996","1996","061","Sugar beet","000 Hectares","32.3"
"AQA03C1","Area under Crops","1996","1996","062","Fodder beet","000 Hectares","9.9"
"AQA03C1","Area under Crops","1996","1996","07","Kale and field cabbage","000 Hectares","1.6"
"AQA03C1","Area under Crops","1997","1997","01","Total wheat, oats and barley","000 Hectares","304.3"
"AQA03C1","Area under Crops","1997","1997","011","Total wheat","000 Hectares","93.9"
"AQA03C1","Area under Crops","1997","1997","0111","Winter wheat","000 Hectares","70.2"
"AQA03C1","Area under Crops","1997","1997","0112","Spring wheat","000 Hectares","23.7"
"AQA03C1","Area under Crops","1997","1997","012","Total oats","000 Hectares","20.6"
"AQA03C1","Area under Crops","1997","1997","0121","Winter oats","000 Hectares","11.2"
"AQA03C1","Area under Crops","1997","1997","0122","Spring oats","000 Hectares","9.4"
"AQA03C1","Area under Crops","1997","1997","013","Total barley","000 Hectares","189.8"
"AQA03C1","Area under Crops","1997","1997","0131","Winter barley","000 Hectares","41.1"
"AQA03C1","Area under Crops","1997","1997","0132","Spring barley","000 Hectares","148.6"
"AQA03C1","Area under Crops","1997","1997","02","Beans and peas","000 Hectares","4.8"
"AQA03C1","Area under Crops","1997","1997","03","Oilseed rape","000 Hectares","4.4"
"AQA03C1","Area under Crops","1997","1997","04","Potatoes","000 Hectares","18.2"
"AQA03C1","Area under Crops","1997","1997","05","Turnips","000 Hectares","5.2"
"AQA03C1","Area under Crops","1997","1997","061","Sugar beet","000 Hectares","32.3"
"AQA03C1","Area under Crops","1997","1997","062","Fodder beet","000 Hectares","9.1"
"AQA03C1","Area under Crops","1997","1997","07","Kale and field cabbage","000 Hectares",""
"AQA03C1","Area under Crops","1998","1998","01","Total wheat, oats and barley","000 Hectares","294"
"AQA03C1","Area under Crops","1998","1998","011","Total wheat","000 Hectares","83.8"
"AQA03C1","Area under Crops","1998","1998","0111","Winter wheat","000 Hectares","65.5"
"AQA03C1","Area under Crops","1998","1998","0112","Spring wheat","000 Hectares","18.4"
"AQA03C1","Area under Crops","1998","1998","012","Total oats","000 Hectares","19.4"
"AQA03C1","Area under Crops","1998","1998","0121","Winter oats","000 Hectares","12.1"
"AQA03C1","Area under Crops","1998","1998","0122","Spring oats","000 Hectares","7.3"
"AQA03C1","Area under Crops","1998","1998","013","Total barley","000 Hectares","190.7"
"AQA03C1","Area under Crops","1998","1998","0131","Winter barley","000 Hectares","39"
"AQA03C1","Area under Crops","1998","1998","0132","Spring barley","000 Hectares","151.7"
"AQA03C1","Area under Crops","1998","1998","02","Beans and peas","000 Hectares","6.5"
"AQA03C1","Area under Crops","1998","1998","03","Oilseed rape","000 Hectares","5.6"
"AQA03C1","Area under Crops","1998","1998","04","Potatoes","000 Hectares","18.5"
"AQA03C1","Area under Crops","1998","1998","05","Turnips","000 Hectares","4.6"
"AQA03C1","Area under Crops","1998","1998","061","Sugar beet","000 Hectares","32.9"
"AQA03C1","Area under Crops","1998","1998","062","Fodder beet","000 Hectares","7.3"
"AQA03C1","Area under Crops","1998","1998","07","Kale and field cabbage","000 Hectares",""
"AQA03C1","Area under Crops","1999","1999","01","Total wheat, oats and barley","000 Hectares","280.3"
"AQA03C1","Area under Crops","1999","1999","011","Total wheat","000 Hectares","68.1"
"AQA03C1","Area under Crops","1999","1999","0111","Winter wheat","000 Hectares","40.6"
"AQA03C1","Area under Crops","1999","1999","0112","Spring wheat","000 Hectares","27.4"
"AQA03C1","Area under Crops","1999","1999","012","Total oats","000 Hectares","20.2"
"AQA03C1","Area under Crops","1999","1999","0121","Winter oats","000 Hectares","7.7"
"AQA03C1","Area under Crops","1999","1999","0122","Spring oats","000 Hectares","12.5"
"AQA03C1","Area under Crops","1999","1999","013","Total barley","000 Hectares","192"
"AQA03C1","Area under Crops","1999","1999","0131","Winter barley","000 Hectares","26.2"
"AQA03C1","Area under Crops","1999","1999","0132","Spring barley","000 Hectares","165.8"
"AQA03C1","Area under Crops","1999","1999","02","Beans and peas","000 Hectares","4.1"
"AQA03C1","Area under Crops","1999","1999","03","Oilseed rape","000 Hectares","2.6"
"AQA03C1","Area under Crops","1999","1999","04","Potatoes","000 Hectares","17.5"
"AQA03C1","Area under Crops","1999","1999","05","Turnips","000 Hectares","4.2"
"AQA03C1","Area under Crops","1999","1999","061","Sugar beet","000 Hectares","33.8"
"AQA03C1","Area under Crops","1999","1999","062","Fodder beet","000 Hectares","7"
"AQA03C1","Area under Crops","1999","1999","07","Kale and field cabbage","000 Hectares",""
"AQA03C1","Area under Crops","2000","2000","01","Total wheat, oats and barley","000 Hectares","277.1"
"AQA03C1","Area under Crops","2000","2000","011","Total wheat","000 Hectares","78"
"AQA03C1","Area under Crops","2000","2000","0111","Winter wheat","000 Hectares","58.8"
"AQA03C1","Area under Crops","2000","2000","0112","Spring wheat","000 Hectares","19.1"
"AQA03C1","Area under Crops","2000","2000","012","Total oats","000 Hectares","16.8"
"AQA03C1","Area under Crops","2000","2000","0121","Winter oats","000 Hectares","9.6"
"AQA03C1","Area under Crops","2000","2000","0122","Spring oats","000 Hectares","7.2"
"AQA03C1","Area under Crops","2000","2000","013","Total barley","000 Hectares","182.3"
"AQA03C1","Area under Crops","2000","2000","0131","Winter barley","000 Hectares","24.1"
"AQA03C1","Area under Crops","2000","2000","0132","Spring barley","000 Hectares","158.2"
"AQA03C1","Area under Crops","2000","2000","02","Beans and peas","000 Hectares","1.5"
"AQA03C1","Area under Crops","2000","2000","03","Oilseed rape","000 Hectares","2.7"
"AQA03C1","Area under Crops","2000","2000","04","Potatoes","000 Hectares","13.5"
"AQA03C1","Area under Crops","2000","2000","05","Turnips","000 Hectares","2.1"
"AQA03C1","Area under Crops","2000","2000","061","Sugar beet","000 Hectares","32.2"
"AQA03C1","Area under Crops","2000","2000","062","Fodder beet","000 Hectares","5.1"
"AQA03C1","Area under Crops","2000","2000","07","Kale and field cabbage","000 Hectares",""
"AQA03C1","Area under Crops","2001","2001","01","Total wheat, oats and barley","000 Hectares","283.7"
"AQA03C1","Area under Crops","2001","2001","011","Total wheat","000 Hectares","84.9"
"AQA03C1","Area under Crops","2001","2001","0111","Winter wheat","000 Hectares","49.9"
"AQA03C1","Area under Crops","2001","2001","0112","Spring wheat","000 Hectares","35"
"AQA03C1","Area under Crops","2001","2001","012","Total oats","000 Hectares","16.8"
"AQA03C1","Area under Crops","2001","2001","0121","Winter oats","000 Hectares","5.7"
"AQA03C1","Area under Crops","2001","2001","0122","Spring oats","000 Hectares","11.1"
"AQA03C1","Area under Crops","2001","2001","013","Total barley","000 Hectares","182"
"AQA03C1","Area under Crops","2001","2001","0131","Winter barley","000 Hectares","19.6"
"AQA03C1","Area under Crops","2001","2001","0132","Spring barley","000 Hectares","162.4"
"AQA03C1","Area under Crops","2001","2001","02","Beans and peas","000 Hectares","1.9"
"AQA03C1","Area under Crops","2001","2001","03","Oilseed rape","000 Hectares","2.4"
"AQA03C1","Area under Crops","2001","2001","04","Potatoes","000 Hectares","14.3"
"AQA03C1","Area under Crops","2001","2001","05","Turnips","000 Hectares","1.8"
"AQA03C1","Area under Crops","2001","2001","061","Sugar beet","000 Hectares","31.1"
"AQA03C1","Area under Crops","2001","2001","062","Fodder beet","000 Hectares","4.3"
"AQA03C1","Area under Crops","2001","2001","07","Kale and field cabbage","000 Hectares",""
"AQA03C1","Area under Crops","2002","2002","01","Total wheat, oats and barley","000 Hectares","297.5"
"AQA03C1","Area under Crops","2002","2002","011","Total wheat","000 Hectares","102.7"
"AQA03C1","Area under Crops","2002","2002","0111","Winter wheat","000 Hectares","80"
"AQA03C1","Area under Crops","2002","2002","0112","Spring wheat","000 Hectares","22.7"
"AQA03C1","Area under Crops","2002","2002","012","Total oats","000 Hectares","18.8"
"AQA03C1","Area under Crops","2002","2002","0121","Winter oats","000 Hectares","11.8"
"AQA03C1","Area under Crops","2002","2002","0122","Spring oats","000 Hectares","7"
"AQA03C1","Area under Crops","2002","2002","013","Total barley","000 Hectares","176"
"AQA03C1","Area under Crops","2002","2002","0131","Winter barley","000 Hectares","23.2"
"AQA03C1","Area under Crops","2002","2002","0132","Spring barley","000 Hectares","152.8"
"AQA03C1","Area under Crops","2002","2002","02","Beans and peas","000 Hectares","1.7"
"AQA03C1","Area under Crops","2002","2002","03","Oilseed rape","000 Hectares","2.2"
"AQA03C1","Area under Crops","2002","2002","04","Potatoes","000 Hectares","15.4"
"AQA03C1","Area under Crops","2002","2002","05","Turnips","000 Hectares","1.6"
"AQA03C1","Area under Crops","2002","2002","061","Sugar beet","000 Hectares","31.3"
"AQA03C1","Area under Crops","2002","2002","062","Fodder beet","000 Hectares","4.1"
"AQA03C1","Area under Crops","2002","2002","07","Kale and field cabbage","000 Hectares",""
"AQA03C1","Area under Crops","2003","2003","01","Total wheat, oats and barley","000 Hectares","299.9"
"AQA03C1","Area under Crops","2003","2003","011","Total wheat","000 Hectares","95.7"
"AQA03C1","Area under Crops","2003","2003","0111","Winter wheat","000 Hectares","60.6"
"AQA03C1","Area under Crops","2003","2003","0112","Spring wheat","000 Hectares","35.2"
"AQA03C1","Area under Crops","2003","2003","012","Total oats","000 Hectares","21"
"AQA03C1","Area under Crops","2003","2003","0121","Winter oats","000 Hectares","9.4"
"AQA03C1","Area under Crops","2003","2003","0122","Spring oats","000 Hectares","11.6"
"AQA03C1","Area under Crops","2003","2003","013","Total barley","000 Hectares","183.1"
"AQA03C1","Area under Crops","2003","2003","0131","Winter barley","000 Hectares","19.8"
"AQA03C1","Area under Crops","2003","2003","0132","Spring barley","000 Hectares","163.3"
"AQA03C1","Area under Crops","2003","2003","02","Beans and peas","000 Hectares","2.9"
"AQA03C1","Area under Crops","2003","2003","03","Oilseed rape","000 Hectares","2.3"
"AQA03C1","Area under Crops","2003","2003","04","Potatoes","000 Hectares","14.2"
"AQA03C1","Area under Crops","2003","2003","05","Turnips","000 Hectares",""
"AQA03C1","Area under Crops","2003","2003","061","Sugar beet","000 Hectares","31.5"
"AQA03C1","Area under Crops","2003","2003","062","Fodder beet","000 Hectares",""
"AQA03C1","Area under Crops","2003","2003","07","Kale and field cabbage","000 Hectares",""
"AQA03C1","Area under Crops","2004","2004","01","Total wheat, oats and barley","000 Hectares","306.4"
"AQA03C1","Area under Crops","2004","2004","011","Total wheat","000 Hectares","102.7"
"AQA03C1","Area under Crops","2004","2004","0111","Winter wheat","000 Hectares","71.5"
"AQA03C1","Area under Crops","2004","2004","0112","Spring wheat","000 Hectares","31.2"
"AQA03C1","Area under Crops","2004","2004","012","Total oats","000 Hectares","20"
"AQA03C1","Area under Crops","2004","2004","0121","Winter oats","000 Hectares","12.9"
"AQA03C1","Area under Crops","2004","2004","0122","Spring oats","000 Hectares","7"
"AQA03C1","Area under Crops","2004","2004","013","Total barley","000 Hectares","183.7"
"AQA03C1","Area under Crops","2004","2004","0131","Winter barley","000 Hectares","20.5"
